"Volume","Good Type","Business Type","Start Business ID","End Business ID","Distance","Price"
1,3,1,19,22,14323.3333333333,76
8,1,1,5,24,7836.33333333333,38
10,1,1,17,25,13354.0833333333,230
12,3,1,17,28,7168.08333333333,174
5,1,1,22,32,16382.3333333333,86
12,3,1,1,19,7761.5,108
8,1,1,25,25,9328.25,200
1,5,1,26,14,33257.4166666667,48
8,1,1,27,32,4102.5,50
15,1,1,32,11,12176,47
12,5,1,1,5,22769,278
8,5,1,22,22,5073.16666666667,38
1,5,1,22,22,4663.83333333333,30
8,1,1,11,8,5073.25,50
10,5,1,19,25,21167.5,320
10,1,1,22,19,16508.5,156
5,1,1,22,5,25266.5,139
10,1,1,22,11,23584.25,219
1,1,1,26,3,10654.5833333333,56
1,1,1,24,26,8926.75,77
8,5,1,27,17,4311.16666666667,57
12,3,1,25,25,544,22
16,1,1,32,24,7373.25,55
5,1,1,32,28,11397.0833333333,102
10,1,1,24,16,19490.1666666667,270
12,3,2,24,19,11434.5,60
12,3,1,19,28,13452.4166666667,210
4,5,1,32,32,57.1666666666667,12
8,1,3,1,17,10993.5,104
8,1,3,19,19,2895.58333333333,36
5,1,1,1,22,9404.25,68
17,1,1,30,15,11044.9166666667,140
10,3,1,22,27,13122.0833333333,110
12,5,1,25,26,21286.1666666667,280
5,1,2,32,19,3893.75,34
10,3,1,17,26,7904.33333333333,90
8,1,1,22,25,19020.25,180
12,5,2,32,12,21430.0833333333,36
8,1,1,22,25,30242.75,346
8,1,1,20,19,7080.25,72
14,1,1,28,28,1684.75,16
16,3,1,26,23,45801,400
1,1,1,13,17,15214.5833333333,80
12,5,1,5,8,7326.83333333333,146
1,5,1,22,19,14894.3333333333,70
0,1,2,1,26,10131.4166666667,111.2
12,5,1,19,17,8730.41666666667,162
16,1,1,22,5,24393.0833333333,304
8,1,1,32,19,4654.33333333333,60
9,4,1,1,22,7231.5,86
10,1,1,6,16,14768.8333333333,323.4
6,1,1,22,22,2100.66666666667,31
8,1,2,24,22,20030.0833333333,127
16,3,1,32,19,1580.58333333333,52
8,2,1,32,27,3585.5,36
8,1,3,3,3,981.916666666667,17
8,5,1,32,32,2044.5,26
2,1,1,8,21,13923.1666666667,106
12,5,1,22,7,15817.9166666667,290
1,5,1,22,8,31552.8333333333,148
14,1,1,26,24,9811.83333333333,60
4,2,1,32,19,3931.16666666667,30
5,5,1,17,22,10847.1666666667,30
4,2,1,32,27,2992.08333333333,26
1,1,1,16,16,2030.16666666667,30
8,1,1,22,17,10480.1666666667,90
1,1,1,11,30,2551.41666666667,22
5,5,1,28,28,2762.08333333333,40.6
5,1,1,3,9,1704.5,26
5,1,1,17,17,1213.08333333333,20
8,1,1,7,10,9401,130
12,3,1,22,18,2044.33333333333,270
12,5,1,24,19,12114.5833333333,164
8,5,1,22,22,4699.91666666667,48
12,1,1,25,25,332.666666666667,62
8,1,2,25,22,17657.8333333333,150
5,1,1,32,32,1292.83333333333,14
12,3,1,22,1,10363.75,172
12,3,1,22,25,17976.3333333333,284
1,5,1,32,26,3252,14
12,1,1,1,22,8311.41666666667,177
1,1,1,27,17,5923.83333333333,34
12,3,1,12,25,11009.5833333333,178.2
5,1,1,26,19,3488.33333333333,30
5,5,1,26,24,9317.41666666667,60
7,1,1,25,5,18935.5833333333,136
12,1,1,26,22,15712.8333333333,240
12,5,1,22,24,20341,192
12,3,2,23,22,48423.8333333333,328
5,1,1,24,24,2635,24
12,1,1,1,19,8354.83333333333,130.4
12,3,2,10,32,18876.3333333333,34
12,3,1,19,28,8085.25,160
16,3,2,24,19,11434.5,80
8,1,3,21,3,10676,106
5,1,1,17,32,5013.08333333333,40
12,3,1,22,1,8793.66666666667,125
8,1,1,4,4,4536.08333333333,52.8
16,1,1,24,32,5054.16666666667,78
8,5,1,22,22,2116.58333333333,28
1,1,1,22,3,19815.8333333333,84
5,5,1,22,24,19029.0833333333,80
12,5,1,1,22,7352.33333333333,120
1,5,1,5,24,4740.41666666667,26
12,5,1,22,26,16089.3333333333,140
11,5,1,1,32,9797.08333333333,160
12,3,1,1,11,18909.0833333333,200
5,1,1,22,4,6733.33333333333,64
8,1,1,25,20,16346.25,126
10,1,1,25,10,3671.83333333333,48
5,1,1,3,3,2472.58333333333,26
8,5,1,22,28,8257.33333333333,102
8,1,1,32,24,3686.5,33
8,5,1,32,32,879.5,20
1,1,1,30,5,1914.58333333333,16
5,1,1,22,20,9517,70
8,1,1,1,28,9450.25,166
12,3,1,22,30,23427.75,260
1,1,1,1,19,7704.16666666667,44
8,3,1,32,32,2359.91666666667,44.4
12,3,1,32,23,43561.75,520
8,1,1,22,8,30314.6666666667,190
8,5,1,30,5,1064.75,28
9,3,1,26,32,3318.75,48
12,3,1,22,1,9287.33333333333,148
1,3,1,19,19,3755.33333333333,22
1,1,1,17,17,3321.58333333333,32
5,5,1,26,32,3225.33333333333,28
8,1,1,17,22,11347.9166666667,176
8,1,1,25,17,11229.9166666667,112
8,5,1,30,5,955.25,50
8,1,1,22,19,17296.4166666667,158
13,3,1,22,1,7828.75,170
1,1,1,32,32,808.666666666667,14
8,5,1,22,28,7488.83333333333,88
16,1,1,11,11,3345.91666666667,77.6
16,1,2,24,12,20754.4166666667,128
1,3,1,3,32,9849.16666666667,68
12,3,2,19,10,19114.5,150
1,3,1,19,19,1663.66666666667,16
1,3,1,26,10,18507.0833333333,108
5,1,1,22,28,7803.83333333333,69
8,5,1,22,4,6343.25,100
5,1,1,32,19,2847.66666666667,30
1,5,1,5,19,14492.1666666667,54
6,2,1,32,19,2810.25,26
14,1,2,24,8,15246.75,50
12,3,1,22,23,47797.5833333333,530
8,1,1,4,22,7538.91666666667,63
5,1,1,11,8,8999.33333333333,48
8,1,1,25,27,18149.8333333333,168
1,1,2,4,4,3777.58333333333,22
8,1,1,25,25,1992.91666666667,42
12,3,1,14,14,1540.25,402
5,1,1,22,20,7904.75,70
6,1,1,32,20,8339.33333333333,100
8,1,3,32,10,16272.5,216
5,5,1,22,20,8745.83333333333,58
10,1,1,32,30,11449.8333333333,104
5,1,1,26,24,10998.0833333333,38
10,1,1,20,13,21496,249
1,1,1,1,22,7356.25,35
14,1,1,22,22,5067.5,38
8,1,1,22,17,11006.4166666667,92
12,3,1,22,18,6233.66666666667,244
10,1,1,22,19,18316.6666666667,249.6
8,5,1,19,19,1235.41666666667,28.6
10,1,1,22,18,8364.83333333333,225
14,1,1,27,25,14654.9166666667,84
10,1,1,25,1,23394.6666666667,273.2
5,1,1,22,7,21724.25,200
8,5,1,25,32,17013.8333333333,150
12,5,1,7,7,284.833333333333,158
9,5,1,24,19,10793.25,104
8,1,1,1,22,9379,94
12,5,1,22,22,1167.91666666667,64
10,1,1,22,17,13662.0833333333,220
12,3,1,26,3,10080.4166666667,170
10,3,1,26,17,9617.5,156
12,3,1,25,25,828.666666666667,38
5,1,1,19,17,10073,24
8,1,1,19,20,9840.91666666667,126
8,1,1,22,18,1963.75,56
8,1,1,17,17,5203.16666666667,76
1,1,1,20,26,8897.16666666667,44
8,1,1,17,11,9870.41666666667,150
5,5,1,30,24,3322.75,61
5,1,1,17,17,592.25,19
1,1,1,22,11,21952.8333333333,82
12,3,1,32,27,1928.66666666667,52
12,3,1,25,24,20672,196
10,3,1,27,24,8177.41666666667,82
10,3,1,16,32,20137,222
5,1,1,9,9,2237.83333333333,40
5,5,1,22,22,3660.66666666667,40
8,1,1,20,20,2322.83333333333,22
10,3,1,22,22,1975.33333333333,65.4
12,3,1,32,6,17817.75,220
8,5,1,26,22,15256.75,146
8,1,1,6,25,8953.08333333333,94
12,3,1,22,17,11305.8333333333,160
10,1,1,5,21,5614,62
8,1,1,19,28,9860.16666666667,122
14,5,1,26,5,13743.25,64
8,5,1,24,32,7082.91666666667,67.8
12,5,1,5,30,1637.08333333333,60
12,5,1,22,32,15718.0833333333,170
8,5,1,19,19,88.3333333333333,18.4
8,1,1,6,6,2724.41666666667,67.4
12,5,1,22,5,23718.4166666667,205
5,5,1,3,20,9870.41666666667,60
8,5,1,32,32,2131.16666666667,30
8,2,1,19,9,15111.5,126
15,5,2,5,26,13653.9166666667,22
12,3,1,32,22,16432.3333333333,210
5,3,1,27,32,2782,32
1,5,1,30,11,3095.33333333333,22
8,1,3,19,32,819.166666666667,25
5,1,1,22,24,20721.5833333333,114
2,5,1,5,26,13415.3333333333,55.8
12,3,1,32,15,20853,280
10,1,1,5,23,44123.4166666667,480
4,5,1,19,26,3482.83333333333,28
4,1,1,22,4,2950.33333333333,34
8,5,1,19,32,7018.75,63
12,3,1,22,12,22166.6666666667,320
12,3,1,1,23,48412.5833333333,630
12,5,1,22,17,11531.6666666667,138
11,4,1,22,16,11825.5833333333,170
5,1,1,26,25,22228,102
8,1,1,6,6,3651.33333333333,64.2
12,3,1,8,31,7137.91666666667,110
10,5,1,27,26,5452.91666666667,56
12,1,1,22,26,19257.9166666667,384
10,5,1,32,25,21640.25,324
12,3,1,22,24,20727.1666666667,210
8,1,1,1,19,5434.58333333333,56
16,1,1,32,10,16698,318
10,1,1,12,23,29221.9166666667,319.2
12,3,1,32,21,17276.9166666667,270
9,1,1,26,32,1552.75,38
1,5,1,26,6,15137.0833333333,40
1,5,1,19,32,2873.83333333333,28
14,5,1,22,19,15423.3333333333,77
5,1,1,19,26,1741.25,26
8,1,1,22,3,16061.5,154
5,1,1,11,19,13440.3333333333,130
12,3,1,22,20,8555.75,160
1,1,1,17,32,8473.75,35
8,5,1,27,28,8985.41666666667,110
5,5,1,26,20,9872,68
4,3,1,19,20,4071,30
10,3,1,17,17,1910.25,50
1,1,2,16,21,22763.75,110
8,1,1,17,20,4608.66666666667,60
10,5,1,32,9,14439.5833333333,156
10,1,1,27,19,4271.25,50
10,1,1,19,19,1245.25,40
9,1,1,26,1,10939.8333333333,180
8,1,1,26,32,1249.25,48
10,5,1,26,19,1839.66666666667,34
12,3,1,24,20,15391,267
10,3,1,25,25,3666.33333333333,56.4
10,1,1,24,25,15859.0833333333,70
5,5,1,20,20,4186.08333333333,38
12,4,1,1,28,9447.16666666667,219.2
12,5,1,22,18,6172.41666666667,308
8,1,1,19,19,2386.41666666667,32
9,5,1,19,19,2976.33333333333,62
8,1,1,22,10,14534.4166666667,158
8,1,1,24,3,5019.91666666667,44
14,3,1,19,26,3960.91666666667,32
12,3,1,32,32,3351.75,64
12,5,1,1,32,11297.5,201
12,3,1,24,12,29215.5833333333,430
12,3,1,11,5,1111.08333333333,93
8,1,1,22,25,18835.1666666667,164
5,5,1,5,25,20210.3333333333,104
12,5,1,19,31,26285,384
8,5,1,22,6,18276.25,96
14,1,1,19,26,5651.08333333333,38
5,5,1,26,17,8643.25,70
8,1,1,22,1,8518.83333333333,88
5,1,1,4,4,675.083333333333,18
12,3,1,25,11,21239.75,232
8,3,1,32,32,2569.25,39
8,1,1,10,1,19163.0833333333,120
1,5,1,22,22,1257.41666666667,14
5,1,2,31,26,24909.6666666667,20
12,3,1,24,25,19705.4166666667,360
12,1,1,1,26,10257.9166666667,120
12,3,1,25,3,13533.5833333333,120
0,3,2,30,32,8548.16666666667,14
12,3,1,22,22,115.083333333333,70
14,1,1,22,23,47936.75,270
8,1,1,25,16,2576.41666666667,54
10,1,1,6,30,8235.75,152
8,1,3,27,27,1711.41666666667,28
5,1,2,22,8,33389.8333333333,42
8,1,1,20,28,3766.83333333333,52
12,1,1,22,6,19320.6666666667,285.6
12,3,1,3,31,21981.8333333333,480
8,2,1,32,27,2722.5,37
5,1,1,19,12,23489.3333333333,60
12,5,1,30,26,11721,170
2,5,1,5,3,12368.1666666667,74
5,1,1,22,16,11850.5,84
5,1,1,17,17,2395.08333333333,40
10,1,1,11,4,21256.25,392
8,1,1,22,11,22305,122
16,1,1,24,26,10242.3333333333,120
1,1,1,17,22,11174.5,48
1,5,1,32,32,2531.41666666667,19
1,3,1,32,19,3512.08333333333,30
10,1,1,32,5,12985.8333333333,160
5,1,1,19,32,7159.41666666667,49
14,5,1,16,26,20675.75,110
5,1,1,1,3,15763.75,34
5,1,1,5,22,23640,124
4,2,1,32,19,3192,32
5,1,1,32,22,13489.1666666667,86
10,5,1,22,16,12645.4166666667,180
12,5,1,32,22,16971.75,270
0,1,2,17,17,2842.25,22
5,3,1,32,32,2309.83333333333,18
5,3,1,27,19,4548.66666666667,40
1,1,1,5,11,1588.25,17
1,5,1,27,32,1718.16666666667,14
16,1,1,6,6,2602.25,220
10,3,1,19,32,2826.25,36
5,5,1,5,17,12885.1666666667,64
10,5,1,10,6,7488.25,76
1,1,1,17,17,2475.5,27
5,1,1,9,6,6415.5,46
5,5,1,22,19,15108.6666666667,96
12,3,1,17,22,16423.0833333333,212
1,1,1,6,17,8595,46
12,3,1,26,26,1900.75,40
10,1,1,6,11,8176.66666666667,143
8,5,1,32,17,8412.58333333333,94
8,1,1,25,22,16755.5,169.2
8,5,1,11,26,12637.9166666667,104
8,3,1,27,19,7013.83333333333,82
12,3,1,32,20,8161.66666666667,160
5,5,1,26,22,16302,80
12,3,1,22,25,20235.75,322
8,5,1,19,19,2658.75,36
8,1,1,22,16,10374,170
8,1,1,3,5,7028.91666666667,76
12,3,1,30,8,7510.08333333333,140
16,1,1,26,32,3371.08333333333,50
5,1,1,32,32,4670.66666666667,40
12,5,1,10,17,7246.58333333333,130
16,1,1,26,24,9761.25,90
5,1,1,22,27,14856.4166666667,100
12,3,1,32,4,22274,320
7,3,1,32,32,2705.75,25
5,1,1,32,10,18732.0833333333,166
8,1,1,25,32,21150.5833333333,187.2
8,1,1,19,19,1930.66666666667,16
8,1,1,26,6,16744.4166666667,160
12,5,1,22,5,25086.25,196
5,1,1,26,32,5266.33333333333,30
1,1,1,17,3,5542.5,20
5,5,1,22,22,5093,46
12,3,1,26,3,10080.4166666667,170
12,3,1,25,27,18261.4166666667,242
8,3,1,26,19,1169.25,24
14,1,1,26,26,565.666666666667,20
12,3,1,26,22,16394.9166666667,200
2,1,1,1,32,11375.5,52
8,5,1,1,32,10262.5833333333,84
8,1,1,24,22,21423.1666666667,224
5,1,1,22,1,9383.25,76
16,1,1,3,17,5631.66666666667,174
12,3,2,24,22,23538.75,14
8,5,1,32,32,882.916666666667,28
5,1,1,32,1,10200.5,98
10,5,1,15,5,10852.6666666667,70
12,3,1,19,24,14748.5833333333,154
6,1,1,32,11,13160.9166666667,160
8,1,1,26,27,7675.5,96
8,1,1,22,4,6233.91666666667,78
8,5,1,10,6,7790.83333333333,52.4
8,1,1,24,6,15620.5833333333,169.8
3,1,1,22,28,9351.66666666667,68
8,1,1,1,27,11479.8333333333,120
8,1,1,32,26,1289.75,17
10,1,1,30,5,1612.83333333333,40
8,5,1,22,3,16655.3333333333,136
8,1,1,22,5,23570.4166666667,155
16,1,1,3,3,1790.83333333333,492.2
8,1,1,3,19,10393,103
12,3,1,22,32,19321.75,170
5,5,1,19,32,5448.41666666667,31
1,1,2,19,22,14990.0833333333,18
12,3,1,19,19,2076.83333333333,46
14,5,1,22,5,24854.8333333333,126
12,3,1,1,22,3284.83333333333,95
10,1,1,10,19,18070.8333333333,256
5,1,1,26,5,13620.5833333333,74
8,1,1,22,22,2116.58333333333,32
10,1,1,1,32,11773.1666666667,98.4
8,5,1,19,28,9726.08333333333,116
1,5,1,22,17,14474.75,90
8,1,1,22,1,5920.41666666667,70
1,5,1,19,26,3918.08333333333,30
8,1,1,26,28,11474.0833333333,156
14,5,1,22,26,17207.6666666667,96
5,1,1,32,32,3180.08333333333,36
12,3,1,19,25,22220.5833333333,378.8
16,4,1,10,32,14891.9166666667,130
10,1,1,26,19,1839.66666666667,34
8,1,1,3,5,7028.91666666667,76
12,3,1,20,6,14190.5833333333,160
5,5,1,10,25,3635.08333333333,32
5,5,3,4,10,15021.5833333333,104
12,3,1,32,23,41475.0833333333,600
0,1,2,11,19,14802.3333333333,17.6
8,1,1,28,28,3563.75,32
11,5,1,20,17,6748.83333333333,100
12,3,1,25,14,22049.4166666667,278
8,1,1,19,17,8381.33333333333,100
4,2,1,32,27,2843,22
10,3,1,19,30,13682.5,114
8,5,1,19,24,12782,90
10,1,1,20,11,13070.8333333333,150
5,1,1,32,24,4775.33333333333,24
12,5,1,6,23,28379,350
1,1,1,17,30,12983.6666666667,60
8,1,1,5,24,4964.91666666667,52
8,1,1,25,6,9585.16666666667,86
10,1,1,5,30,1494.5,36
8,1,1,22,12,38313.9166666667,240
12,3,1,3,31,20673.25,300
12,3,1,32,11,10610.9166666667,144
8,5,1,1,22,10645.5,140
12,5,1,1,5,22769,276
10,3,1,32,32,1155.5,20
5,1,1,32,25,21619,60
12,3,1,26,23,42861.75,1000
1,4,1,3,6,5806.41666666667,40
8,5,1,22,1,8240.5,76
12,5,1,22,26,16248.3333333333,130
8,1,1,25,25,6946.16666666667,120
8,3,1,25,10,3886.83333333333,70
12,5,1,7,31,43183.75,780
10,1,1,22,22,2068.25,76
8,5,1,28,28,828.916666666667,250
8,5,1,1,32,12229.9166666667,100
6,5,1,26,5,13112.4166666667,114
5,1,1,17,19,14518.4166666667,82
16,1,1,24,11,7999.75,150
1,5,1,22,22,3508.08333333333,24
14,5,2,26,22,16136.0833333333,80
5,1,1,10,6,7770.5,30
8,5,1,32,19,1130.16666666667,12
10,3,1,17,28,5014.5,140
8,1,1,32,22,15209.0833333333,172
12,5,1,1,25,21981.3333333333,356
10,1,1,26,5,13312,147
5,1,1,26,19,2457.5,26
12,5,1,28,31,29658.6666666667,530
10,1,1,10,12,19728.75,224.4
10,1,1,11,7,25983.3333333333,620
12,3,1,26,1,9296.16666666667,186
16,3,1,19,15,29209.1666666667,320
5,1,1,22,22,4369.75,22
10,1,1,5,21,7852.08333333333,74
8,1,1,22,1,8793.66666666667,96
8,1,1,22,17,11007,126
1,1,2,19,24,9510.58333333333,50
5,5,1,24,24,2281.83333333333,40
10,1,1,11,20,16712.5,138.8
12,3,1,1,25,22036.8333333333,380
8,5,1,1,22,9379,88
10,1,1,27,11,10800.25,146
8,1,1,6,6,4062.5,40.2
5,5,1,1,26,12161.8333333333,52
8,1,1,25,25,1796.41666666667,26
12,1,1,26,29,48902.4166666667,400
0,5,2,25,22,20295.25,133
1,5,1,26,25,22528.6666666667,140
16,1,1,32,1,12343.5833333333,184
1,1,1,3,3,1489,16.4
12,5,1,1,22,7721.66666666667,184
8,1,2,25,12,8643.83333333333,60
9,5,1,19,26,1845,32
9,3,1,32,24,8472.08333333333,86
1,1,1,19,11,14546.9166666667,60
12,3,1,22,17,10615,190
10,3,1,32,32,2939,75
8,1,1,17,17,3689.5,50
8,1,1,28,1,11418.4166666667,28.4
8,1,1,26,32,3503.75,38
16,1,1,25,3,15803.75,122
10,1,1,27,16,17925.8333333333,361
8,5,1,26,22,16792.1666666667,91
5,1,1,7,10,9316.5,80
8,1,1,1,27,13203.6666666667,100
8,1,1,27,24,7319.16666666667,76
5,1,1,3,9,1425.83333333333,26
10,5,1,22,1,10031.8333333333,130
8,5,1,16,3,17092.0833333333,130
8,1,1,27,26,4225.91666666667,52
1,1,1,17,3,4595.91666666667,21
1,5,1,3,22,16638.8333333333,90
10,1,1,24,21,12106.1666666667,88
8,5,1,10,17,9496.16666666667,90
8,1,1,22,22,4325.08333333333,48
8,1,1,20,19,5548.16666666667,60
8,5,1,22,19,14992.4166666667,86
8,5,1,9,5,5280.83333333333,46
14,5,1,22,5,24347.5,114
5,5,1,26,24,8101.91666666667,56
14,5,1,22,26,15552.1666666667,79
12,5,1,26,15,23185.8333333333,308
10,3,1,32,1,10013.3333333333,168
12,3,1,3,3,3108.58333333333,298
8,1,1,22,23,56209.3333333333,600
8,5,1,10,16,4121.25,80
12,1,1,3,23,33954.25,146
8,1,1,10,4,11650.3333333333,138
8,1,1,1,32,11234.75,94
8,5,1,1,26,11033.5,66
12,3,1,17,3,5584.08333333333,90
8,1,1,6,10,8038.91666666667,118
10,1,1,3,4,16837.8333333333,268
9,5,1,1,22,7535.33333333333,96
10,5,1,24,32,7705.41666666667,70
5,1,1,1,22,9303.16666666667,62
14,1,1,22,22,3589.25,36
10,3,1,22,18,9870.16666666667,250.8
8,1,1,27,3,5851.83333333333,591.8
8,1,1,24,24,2744.5,18
10,1,1,6,30,8235.75,148.2
5,1,1,5,11,2843.91666666667,32
8,1,1,10,19,19156,22
8,1,1,32,32,2000.66666666667,36
16,1,1,32,19,1831.91666666667,35.2
8,5,1,28,32,10496.1666666667,59
12,3,1,11,32,4832.91666666667,94
14,1,1,22,22,2034.91666666667,28
12,3,1,11,23,43451.0833333333,500
8,1,1,3,3,1546.75,52
16,3,1,32,32,2039.58333333333,40
5,5,1,22,5,23220.4166666667,108
5,1,1,22,30,24899.3333333333,118
8,1,1,25,7,9858.33333333333,112
0,3,2,30,17,14632.5,20
5,1,1,24,24,3652.66666666667,22
8,1,1,22,26,15412.5833333333,76
8,5,1,22,22,1914.66666666667,36
8,5,1,19,32,4085,26
17,2,1,24,22,21349.5,296
8,1,1,7,7,3697.91666666667,86
5,3,1,32,32,3880.83333333333,34.4
10,1,1,22,7,14676.5833333333,186
8,1,2,22,6,18182.6666666667,90
5,1,1,22,4,6183.25,60
13,3,1,1,10,18002.4166666667,480
12,5,1,17,25,12404.5833333333,236
5,1,1,16,16,3460.83333333333,56
10,5,1,32,10,18347.5,316
10,1,1,19,32,3222.58333333333,38
4,1,1,22,17,10757.25,70
8,5,1,17,17,3315.58333333333,42.2
5,1,1,17,22,12530.5,114
8,1,1,32,32,1305.08333333333,30
8,1,1,22,22,480.083333333333,20
8,5,1,32,17,8020.91666666667,88
5,1,2,10,25,2333.91666666667,26
10,1,1,19,11,13955.1666666667,120
12,3,1,22,11,20373.0833333333,280
12,3,1,32,3,9273.25,194
12,3,1,32,7,26810.6666666667,490
8,1,1,10,25,2293.25,41.6
8,1,1,32,32,3900.25,32
8,1,1,4,4,4536.08333333333,52.8
8,1,1,22,22,2575.08333333333,40
10,1,1,22,17,12013.1666666667,162
12,3,1,32,12,29426.3333333333,366
8,1,1,32,27,1629.83333333333,38
8,1,1,10,25,2350.83333333333,58.2
1,1,1,22,17,11588.25,12
5,1,1,19,28,7848.25,86
14,1,1,19,32,3458.16666666667,28
1,1,1,17,32,8165.16666666667,44
5,1,1,19,5,14401,100
8,5,1,14,14,9077.08333333333,116
8,5,1,30,5,1064.75,28
10,1,1,22,11,21921.6666666667,350
12,5,1,24,24,4908,50
5,5,1,5,11,3006.66666666667,28
10,3,1,22,10,16380.1666666667,256
5,5,1,22,22,1188.16666666667,28
5,5,1,19,19,2832.5,20
5,5,1,26,32,1990.66666666667,19
10,1,1,26,17,10467.4166666667,176
8,1,1,28,28,496.583333333333,16
8,1,1,3,12,12816,142
5,1,1,6,12,2061.5,26
5,5,1,26,1,11005.3333333333,77
1,1,1,16,26,20202,58
12,3,1,25,25,2796.66666666667,36
12,1,1,28,17,4185.91666666667,48
8,5,1,20,17,5418.16666666667,54
8,5,1,22,3,16463.6666666667,82
12,5,1,32,10,17118.75,420
5,1,1,32,24,9508.75,40
5,1,1,1,20,7011.08333333333,64
5,1,1,22,28,8517.75,52
8,1,1,22,27,11819.5833333333,164
5,1,1,32,26,3469.91666666667,26
5,1,1,22,7,16666.75,102
12,3,1,25,32,21909.1666666667,244
12,5,1,1,5,22769,278
1,1,1,17,22,12108.3333333333,56
18,5,1,32,25,21908,388
8,5,1,19,19,88.3333333333333,18.4
12,3,1,1,24,16605.4166666667,224
1,1,1,17,22,10705.5833333333,44
5,1,1,22,16,11825.5833333333,116
12,3,1,24,24,8700.83333333333,114
5,1,1,1,19,8058.41666666667,44
12,3,1,26,22,21186.9166666667,320.2
12,3,1,26,23,42861.75,1000
5,1,2,11,32,6109.16666666667,12
16,5,1,22,1,8646.83333333333,116
5,1,1,22,16,13111.25,140
10,1,1,32,8,19727.6666666667,158
10,1,1,26,32,2708.08333333333,66
5,1,1,11,11,2711.91666666667,22
8,3,1,1,22,6997.16666666667,84
10,1,1,22,5,24737.4166666667,160
12,3,1,32,26,2893.08333333333,56
12,3,1,32,22,15700.4166666667,270
12,3,1,1,32,11633.75,138
5,1,1,19,20,6680.58333333333,64
14,5,1,4,32,20619.75,116
11,5,1,24,5,7405.25,94
10,3,1,7,7,74.4166666666667,156
5,1,1,24,3,8789.33333333333,50
8,1,3,27,5,11131,100
8,1,1,10,25,3696.08333333333,45.2
12,3,1,1,32,8093.33333333333,126
12,3,1,1,5,23352.8333333333,304
12,5,1,22,16,12645.4166666667,270
10,3,1,32,3,8902.66666666667,120
5,1,1,23,23,11457.6666666667,128
6,2,1,32,26,3000.08333333333,32
14,1,1,22,26,15995.25,80
12,3,1,22,25,19991,304
8,3,1,32,32,3035.16666666667,42
12,5,1,1,22,8682.5,177
1,5,1,26,24,9746,46
12,3,1,19,30,12649.1666666667,164
1,1,1,32,26,3485.08333333333,23.8
16,3,2,24,8,10964.75,18
8,1,2,24,26,9286.5,28
4,1,1,26,19,1134.91666666667,26
1,1,1,17,17,1497.91666666667,21
10,1,1,24,7,24589.5833333333,1440
1,1,1,22,22,4592.33333333333,46
4,5,1,26,19,2829.16666666667,32
10,1,1,12,23,29221.9166666667,394.2
5,1,1,25,6,9585.16666666667,60
10,1,1,4,32,19921,110
8,5,1,25,4,13819.1666666667,150
8,5,1,28,22,7131.91666666667,53.2
10,4,1,24,24,2940.5,371
12,3,1,26,3,10080.4166666667,170
14,1,1,16,3,15371.25,73
8,1,1,8,15,4849.25,18
5,1,1,32,24,5643.5,27
16,5,1,3,24,2531.83333333333,38.6
8,1,1,28,7,21272.3333333333,210
9,5,1,5,30,1176.08333333333,32
10,1,1,10,1,18350.3333333333,244
12,3,1,22,28,10315.5,166
10,1,1,5,21,7118.16666666667,80
8,1,1,19,28,9893.75,122
5,1,1,22,4,5967.08333333333,52
5,1,1,16,25,10434.75,90
8,1,1,28,17,4003.16666666667,48
12,3,1,32,15,19302.5,290
10,1,1,11,31,14971.4166666667,236
5,5,1,28,27,8505.58333333333,61.2
1,5,1,5,22,24155.5833333333,105
8,1,1,26,24,9850.91666666667,90
13,3,1,32,3,10328.3333333333,200
1,1,1,1,19,8506.5,52
8,5,1,22,22,949.916666666667,22
12,5,1,1,22,8795.41666666667,142
10,1,1,3,6,8426.41666666667,60
8,1,1,19,22,12564.25,156
5,1,1,8,5,6381.91666666667,52
10,3,1,32,20,7858.75,114
8,5,1,32,24,6888.25,60
1,5,1,17,19,8175.58333333333,32
10,1,1,5,15,11743.5,110
8,1,1,22,25,22261.1666666667,180
12,3,1,32,17,10006.6666666667,180
16,5,1,24,22,22195,130
12,5,1,17,25,12878.3333333333,220
16,1,2,24,8,12899.5,28
13,5,1,22,5,25726.0833333333,430
8,1,1,25,11,23290.0833333333,100
1,5,1,3,3,2089.83333333333,20
1,3,1,32,32,1996.58333333333,22
17,5,1,19,23,42902.5833333333,840
10,1,1,22,26,16213.0833333333,110
14,1,1,5,11,5822.58333333333,46
11,5,1,10,30,20121.1666666667,214
5,1,1,22,24,23733.6666666667,138
1,5,1,3,19,9750.66666666667,62
12,3,2,25,32,19502,174
12,3,1,10,4,12646,220
1,1,2,15,4,36552.5,18
12,3,1,19,32,5366.08333333333,84
10,3,1,32,32,673.083333333333,40
5,1,1,17,3,5503.75,30
8,1,1,11,25,17559.5833333333,186
5,1,1,22,5,24548.0833333333,98
8,5,1,22,22,1403.08333333333,34
9,5,1,22,22,785.333333333333,47
8,1,1,6,12,5226.91666666667,90
1,5,1,26,32,4276.16666666667,22
16,1,1,11,8,10351.5833333333,140
8,1,1,11,6,9174.75,94
12,5,1,11,22,20704.5833333333,308
12,5,1,17,10,9553.33333333333,210
10,3,1,32,32,2759.25,47
1,1,1,5,32,13559.25,48
8,1,1,25,7,9730.83333333333,124
4,1,1,19,32,2920.33333333333,32
